,1.72,2.08,2.36,2.64,3.13,3.39,3.42
1.72,85,1,8,1,0,3,5
2.08,3,89,3,7,4,16,0
2.36,7,9,80,5,0,9,3
2.64,0,6,5,157,2,11,1
3.13,0,1,1,2,57,2,25
3.39,2,5,3,11,0,121,0
3.42,1,2,2,3,22,1,61
