,1.72,2.08,2.36,2.64,3.13,3.39,3.42
1.72,95,1,5,0,0,2,0
2.08,0,120,0,0,0,2,0
2.36,0,0,107,1,0,5,0
2.64,0,0,1,179,0,2,0
3.13,0,0,0,1,66,0,21
3.39,3,0,1,3,0,135,0
3.42,0,0,0,1,15,0,76
