,1.72,2.08,2.36,2.64,3.13,3.39,3.42
1.72,101,0,2,0,0,0,0
2.08,0,118,0,1,0,3,0
2.36,2,1,110,0,0,0,0
2.64,0,0,0,179,0,3,0
3.13,0,0,0,0,78,0,10
3.39,0,0,0,1,0,141,0
3.42,0,0,0,0,3,0,89
