,1.72,2.08,2.36,2.64,3.13,3.39,3.42
1.72,102,0,1,0,0,0,0
2.08,0,120,0,1,0,1,0
2.36,0,0,112,1,0,0,0
2.64,0,0,1,180,0,1,0
3.13,0,0,0,0,84,0,4
3.39,0,1,0,4,0,137,0
3.42,1,0,1,0,5,0,85
