,1.72,2.08,2.36,2.64,3.13,3.39,3.42
1.72,103,0,0,0,0,0,0
2.08,0,122,0,0,0,0,0
2.36,0,0,113,0,0,0,0
2.64,0,0,0,182,0,0,0
3.13,0,0,0,0,88,0,0
3.39,0,0,0,4,0,138,0
3.42,0,0,0,0,0,0,92
