,1.72,2.08,2.36,2.64,3.13,3.39,3.42
1.72,95,1,5,0,0,2,0
2.08,0,118,0,0,0,4,0
2.36,1,0,109,1,0,2,0
2.64,0,0,1,180,0,1,0
3.13,0,0,0,1,64,0,23
3.39,3,0,1,4,0,133,1
3.42,0,0,1,0,17,0,74
