,1.72,2.08,2.36,2.64,3.13,3.39,3.42
1.72,100,0,3,0,0,0,0
2.08,0,114,0,2,0,6,0
2.36,2,0,111,0,0,0,0
2.64,0,0,0,181,0,1,0
3.13,0,0,0,0,75,0,13
3.39,0,3,0,8,0,131,0
3.42,0,0,1,0,9,0,82
