,1.72,2.08,2.36,2.64,3.13,3.39,3.42
1.72,103,0,0,0,0,0,0
2.08,0,121,0,0,0,1,0
2.36,0,0,112,0,0,0,1
2.64,0,0,0,181,0,1,0
3.13,0,0,0,0,76,0,12
3.39,0,0,0,1,0,141,0
3.42,0,0,0,0,7,0,85
